Time Since Launch (m,s,ms), Pressure (hpa), Temperature (*C), Humidity (%), Altitude Above Launch (m), Time Since Launch (ms)
11m5s3ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.44 yaw, 0.17 pitch, 69.70 roll, 665003 ms, 1 flight state
11m6s172ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.45 yaw, 0.16 pitch, 69.65 roll, 666172 ms, 1 flight state
11m7s327ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.47 yaw, 0.19 pitch, 69.61 roll, 667327 ms, 1 flight state
11m8s500ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.49 yaw, 0.19 pitch, 69.56 roll, 668500 ms, 1 flight state
11m9s655ms, 995 hPa, 32 *C, 29 %, -4 m above launch, 82.51 yaw, 0.20 pitch, 69.55 roll, 669655 ms, 1 flight state
11m10s828ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.54 yaw, 0.22 pitch, 69.48 roll, 670828 ms, 1 flight state
11m11s985ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.57 yaw, 0.22 pitch, 69.43 roll, 671985 ms, 1 flight state
11m13s160ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.59 yaw, 0.22 pitch, 69.39 roll, 673160 ms, 1 flight state
11m14s317ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.61 yaw, 0.23 pitch, 69.36 roll, 674317 ms, 1 flight state
11m15s492ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.64 yaw, 0.24 pitch, 69.34 roll, 675492 ms, 1 flight state
11m16s649ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.65 yaw, 0.26 pitch, 69.30 roll, 676649 ms, 1 flight state
11m17s825ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.67 yaw, 0.27 pitch, 69.24 roll, 677825 ms, 1 flight state
11m18s981ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.71 yaw, 0.27 pitch, 69.18 roll, 678981 ms, 1 flight state
11m20s157ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.74 yaw, 0.27 pitch, 69.17 roll, 680157 ms, 1 flight state
11m21s315ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.77 yaw, 0.28 pitch, 69.15 roll, 681315 ms, 1 flight state
11m22s490ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.79 yaw, 0.30 pitch, 69.10 roll, 682490 ms, 1 flight state
11m23s648ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.81 yaw, 0.32 pitch, 69.08 roll, 683648 ms, 1 flight state
11m24s823ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.82 yaw, 0.33 pitch, 69.09 roll, 684823 ms, 1 flight state
11m25s980ms, 995 hPa, 32 *C, 29 %, -5 m above launch, 82.84 yaw, 0.35 pitch, 69.07 roll, 685980 ms, 1 flight state
11m27s155ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 82.85 yaw, 0.36 pitch, 69.06 roll, 687155 ms, 1 flight state
11m28s312ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 82.87 yaw, 0.37 pitch, 69.03 roll, 688312 ms, 1 flight state
11m29s487ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 82.89 yaw, 0.37 pitch, 69.04 roll, 689487 ms, 1 flight state
11m30s645ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 82.89 yaw, 0.39 pitch, 69.04 roll, 690645 ms, 1 flight state
11m31s820ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 82.90 yaw, 0.40 pitch, 69.05 roll, 691820 ms, 1 flight state
11m32s976ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 82.92 yaw, 0.43 pitch, 69.02 roll, 692976 ms, 1 flight state
11m34s152ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 82.92 yaw, 0.44 pitch, 69.02 roll, 694152 ms, 1 flight state
11m35s309ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 82.95 yaw, 0.45 pitch, 69.03 roll, 695309 ms, 1 flight state
11m36s485ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 82.96 yaw, 0.47 pitch, 69.03 roll, 696485 ms, 1 flight state
11m37s641ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 82.96 yaw, 0.49 pitch, 69.04 roll, 697641 ms, 1 flight state
11m38s816ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 82.98 yaw, 0.51 pitch, 69.02 roll, 698816 ms, 1 flight state
11m39s974ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.00 yaw, 0.51 pitch, 69.02 roll, 699974 ms, 1 flight state
11m41s149ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.01 yaw, 0.53 pitch, 69.02 roll, 701149 ms, 1 flight state
11m42s306ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.01 yaw, 0.54 pitch, 69.01 roll, 702306 ms, 1 flight state
11m43s483ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.01 yaw, 0.56 pitch, 69.00 roll, 703483 ms, 1 flight state
11m44s640ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.02 yaw, 0.55 pitch, 69.00 roll, 704640 ms, 1 flight state
11m45s816ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.04 yaw, 0.58 pitch, 69.01 roll, 705816 ms, 1 flight state
11m46s972ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.05 yaw, 0.61 pitch, 68.98 roll, 706972 ms, 1 flight state
11m48s148ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.05 yaw, 0.63 pitch, 68.97 roll, 708148 ms, 1 flight state
11m49s306ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.06 yaw, 0.63 pitch, 68.98 roll, 709306 ms, 1 flight state
11m50s481ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.07 yaw, 0.64 pitch, 68.99 roll, 710481 ms, 1 flight state
11m51s639ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.07 yaw, 0.66 pitch, 69.00 roll, 711639 ms, 1 flight state
11m52s814ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.09 yaw, 0.67 pitch, 69.01 roll, 712814 ms, 1 flight state
11m53s971ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.09 yaw, 0.70 pitch, 69.00 roll, 713971 ms, 1 flight state
11m55s147ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.10 yaw, 0.72 pitch, 69.00 roll, 715147 ms, 1 flight state
11m56s303ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.12 yaw, 0.73 pitch, 69.00 roll, 716303 ms, 1 flight state
11m57s480ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.14 yaw, 0.76 pitch, 69.00 roll, 717480 ms, 1 flight state
11m58s637ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.16 yaw, 0.79 pitch, 68.98 roll, 718637 ms, 1 flight state
11m59s812ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.17 yaw, 0.81 pitch, 68.97 roll, 719812 ms, 1 flight state
12m0s969ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.19 yaw, 0.83 pitch, 68.97 roll, 720969 ms, 1 flight state
12m2s142ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.19 yaw, 0.85 pitch, 68.99 roll, 722142 ms, 1 flight state
12m3s297ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.20 yaw, 0.87 pitch, 68.96 roll, 723297 ms, 1 flight state
12m4s471ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.21 yaw, 0.88 pitch, 68.97 roll, 724471 ms, 1 flight state
12m5s625ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.23 yaw, 0.90 pitch, 68.96 roll, 725625 ms, 1 flight state
12m6s799ms, 995 hPa, 32 *C, 30 %, -4 m above launch, 83.25 yaw, 0.92 pitch, 68.97 roll, 726799 ms, 1 flight state
12m7s954ms, 995 hPa, 32 *C, 30 %, -4 m above launch, 83.26 yaw, 0.94 pitch, 68.98 roll, 727954 ms, 1 flight state
12m9s127ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.25 yaw, 0.96 pitch, 68.98 roll, 729127 ms, 1 flight state
12m10s282ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.27 yaw, 0.96 pitch, 69.00 roll, 730282 ms, 1 flight state
12m11s458ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.29 yaw, 0.97 pitch, 69.00 roll, 731458 ms, 1 flight state
12m12s615ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.29 yaw, 1.00 pitch, 69.01 roll, 732615 ms, 1 flight state
12m13s791ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.30 yaw, 1.02 pitch, 69.01 roll, 733791 ms, 1 flight state
12m14s948ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.31 yaw, 1.03 pitch, 69.00 roll, 734948 ms, 1 flight state
12m16s123ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.32 yaw, 1.04 pitch, 69.01 roll, 736123 ms, 1 flight state
12m17s280ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.33 yaw, 1.06 pitch, 69.02 roll, 737280 ms, 1 flight state
12m18s455ms, 995 hPa, 32 *C, 30 %, -5 m above launch, 83.34 yaw, 1.08 pitch, 69.05 roll, 738455 ms, 1 flight state
12m19s612ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.34 yaw, 1.10 pitch, 69.04 roll, 739612 ms, 1 flight state
12m20s788ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.34 yaw, 1.11 pitch, 69.02 roll, 740788 ms, 1 flight state
12m21s945ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.36 yaw, 1.14 pitch, 69.02 roll, 741945 ms, 1 flight state
12m23s121ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.37 yaw, 1.15 pitch, 69.05 roll, 743121 ms, 1 flight state
12m24s278ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.38 yaw, 1.16 pitch, 69.04 roll, 744278 ms, 1 flight state
12m25s453ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.40 yaw, 1.18 pitch, 69.03 roll, 745453 ms, 1 flight state
12m26s610ms, 995 hPa, 33 *C, 30 %, -4 m above launch, 83.40 yaw, 1.20 pitch, 69.03 roll, 746610 ms, 1 flight state
12m27s786ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.41 yaw, 1.21 pitch, 69.04 roll, 747786 ms, 1 flight state
12m28s943ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.42 yaw, 1.24 pitch, 69.04 roll, 748943 ms, 1 flight state
12m30s118ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.41 yaw, 1.26 pitch, 69.05 roll, 750118 ms, 1 flight state
12m31s275ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.41 yaw, 1.28 pitch, 69.05 roll, 751275 ms, 1 flight state
12m32s451ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.42 yaw, 1.29 pitch, 69.06 roll, 752451 ms, 1 flight state
12m33s608ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.42 yaw, 1.30 pitch, 69.04 roll, 753608 ms, 1 flight state
12m34s784ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.43 yaw, 1.34 pitch, 69.03 roll, 754784 ms, 1 flight state
12m35s941ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.44 yaw, 1.35 pitch, 69.05 roll, 755941 ms, 1 flight state
12m37s116ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.44 yaw, 1.36 pitch, 69.05 roll, 757116 ms, 1 flight state
12m38s273ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.44 yaw, 1.38 pitch, 69.08 roll, 758273 ms, 1 flight state
12m39s449ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.45 yaw, 1.40 pitch, 69.08 roll, 759449 ms, 1 flight state
12m40s606ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.45 yaw, 1.42 pitch, 69.07 roll, 760606 ms, 1 flight state
12m41s781ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.46 yaw, 1.43 pitch, 69.10 roll, 761781 ms, 1 flight state
12m42s939ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.49 yaw, 1.45 pitch, 69.12 roll, 762939 ms, 1 flight state
12m44s114ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.49 yaw, 1.46 pitch, 69.12 roll, 764114 ms, 1 flight state
12m45s271ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.49 yaw, 1.48 pitch, 69.11 roll, 765271 ms, 1 flight state
12m46s446ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.49 yaw, 1.48 pitch, 69.07 roll, 766446 ms, 1 flight state
12m47s603ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.48 yaw, 1.50 pitch, 69.08 roll, 767603 ms, 1 flight state
12m48s778ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.50 yaw, 1.52 pitch, 69.09 roll, 768778 ms, 1 flight state
12m49s936ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.48 yaw, 1.53 pitch, 69.09 roll, 769936 ms, 1 flight state
12m51s111ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.48 yaw, 1.56 pitch, 69.07 roll, 771111 ms, 1 flight state
12m52s268ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.49 yaw, 1.57 pitch, 69.06 roll, 772268 ms, 1 flight state
12m53s443ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.49 yaw, 1.57 pitch, 69.06 roll, 773443 ms, 1 flight state
12m54s600ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.51 yaw, 1.59 pitch, 69.06 roll, 774600 ms, 1 flight state
12m55s776ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.50 yaw, 1.61 pitch, 69.06 roll, 775776 ms, 1 flight state
12m56s933ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.50 yaw, 1.62 pitch, 69.06 roll, 776933 ms, 1 flight state
12m58s109ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.52 yaw, 1.64 pitch, 68.99 roll, 778109 ms, 1 flight state
12m59s266ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.54 yaw, 1.66 pitch, 68.99 roll, 779266 ms, 1 flight state
13m0s442ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.55 yaw, 1.67 pitch, 69.01 roll, 780442 ms, 1 flight state
13m1s597ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.55 yaw, 1.69 pitch, 69.02 roll, 781597 ms, 1 flight state
13m2s771ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.57 yaw, 1.70 pitch, 69.01 roll, 782771 ms, 1 flight state
13m3s926ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.59 yaw, 1.71 pitch, 69.03 roll, 783926 ms, 1 flight state
13m5s100ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 83.59 yaw, 1.72 pitch, 69.03 roll, 785100 ms, 1 flight state
13m6s255ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 92.10 yaw, -3.70 pitch, 43.05 roll, 786255 ms, 1 flight state
13m7s430ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 97.93 yaw, -6.58 pitch, 24.15 roll, 787430 ms, 1 flight state
13m8s587ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 100.90 yaw, -8.23 pitch, 42.29 roll, 788587 ms, 1 flight state
13m9s765ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 100.73 yaw, -8.16 pitch, 44.41 roll, 789765 ms, 1 flight state
13m10s923ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 100.53 yaw, -8.08 pitch, 47.04 roll, 790923 ms, 1 flight state
13m12s103ms, 995 hPa, 33 *C, 30 %, -5 m above launch, 108.95 yaw, -12.09 pitch, 37.70 roll, 792103 ms, 1 flight state
13m13s266ms, 995 hPa, 33 *C, 30 %, -4 m above launch, 121.13 yaw, -14.70 pitch, 48.10 roll, 793266 ms, 1 flight state
13m14s448ms, 995 hPa, 33 *C, 30 %, -4 m above launch, -161.70 yaw, -76.60 pitch, 11.13 roll, 794448 ms, 1 flight state
13m15s613ms, 995 hPa, 33 *C, 30 %, -4 m above launch, -100.14 yaw, -74.68 pitch, -87.12 roll, 795613 ms, 1 flight state
13m16s799ms, 995 hPa, 33 *C, 31 %, -4 m above launch, -46.81 yaw, -81.21 pitch, -168.77 roll, 796799 ms, 1 flight state
13m17s966ms, 995 hPa, 33 *C, 31 %, -4 m above launch, 25.57 yaw, -76.44 pitch, -174.52 roll, 797966 ms, 1 flight state
13m19s150ms, 995 hPa, 33 *C, 31 %, -4 m above launch, -95.11 yaw, -82.45 pitch, -95.33 roll, 799150 ms, 1 flight state
13m20s315ms, 995 hPa, 33 *C, 31 %, -4 m above launch, -22.37 yaw, -79.38 pitch, -66.86 roll, 800315 ms, 1 flight state
13m21s499ms, 995 hPa, 33 *C, 32 %, -4 m above launch, 14.33 yaw, -80.14 pitch, -98.40 roll, 801499 ms, 1 flight state
13m22s662ms, 995 hPa, 33 *C, 32 %, -5 m above launch, -16.17 yaw, -78.60 pitch, -54.67 roll, 802662 ms, 1 flight state
13m23s846ms, 995 hPa, 33 *C, 32 %, -5 m above launch, -84.69 yaw, -82.31 pitch, -8.33 roll, 803846 ms, 1 flight state
13m25s9ms, 995 hPa, 33 *C, 32 %, -5 m above launch, 72.33 yaw, -81.84 pitch, -157.72 roll, 805009 ms, 1 flight state
13m26s189ms, 995 hPa, 33 *C, 33 %, -5 m above launch, -84.94 yaw, -72.97 pitch, -26.07 roll, 806189 ms, 1 flight state
13m27s355ms, 995 hPa, 33 *C, 33 %, -5 m above launch, -96.37 yaw, -72.06 pitch, -14.48 roll, 807355 ms, 1 flight state
13m28s539ms, 995 hPa, 33 *C, 33 %, -5 m above launch, -96.83 yaw, -71.99 pitch, -14.05 roll, 808539 ms, 1 flight state
13m29s705ms, 995 hPa, 33 *C, 34 %, -5 m above launch, -97.11 yaw, -71.92 pitch, -13.73 roll, 809705 ms, 1 flight state
13m30s889ms, 995 hPa, 33 *C, 34 %, -5 m above launch, -97.51 yaw, -71.86 pitch, -13.35 roll, 810889 ms, 1 flight state
13m32s54ms, 995 hPa, 33 *C, 35 %, -5 m above launch, -76.13 yaw, -83.90 pitch, -26.86 roll, 812054 ms, 1 flight state
13m33s236ms, 995 hPa, 33 *C, 36 %, -5 m above launch, -58.78 yaw, -25.69 pitch, -1.54 roll, 813236 ms, 1 flight state
13m34s400ms, 995 hPa, 33 *C, 36 %, -5 m above launch, -59.14 yaw, 4.79 pitch, 4.56 roll, 814400 ms, 1 flight state
13m35s576ms, 995 hPa, 33 *C, 37 %, -5 m above launch, -44.89 yaw, 3.06 pitch, 17.02 roll, 815576 ms, 1 flight state
13m36s735ms, 995 hPa, 33 *C, 38 %, -5 m above launch, -38.94 yaw, 0.92 pitch, 12.80 roll, 816735 ms, 1 flight state
13m37s912ms, 995 hPa, 33 *C, 39 %, -5 m above launch, -34.86 yaw, -10.57 pitch, 12.41 roll, 817912 ms, 1 flight state
13m39s75ms, 995 hPa, 33 *C, 39 %, -5 m above launch, -44.78 yaw, -20.79 pitch, 34.04 roll, 819075 ms, 1 flight state
13m40s256ms, 995 hPa, 33 *C, 40 %, -6 m above launch, -45.07 yaw, -19.83 pitch, 37.65 roll, 820256 ms, 1 flight state
13m41s419ms, 995 hPa, 33 *C, 40 %, -5 m above launch, -48.89 yaw, -23.17 pitch, 37.57 roll, 821419 ms, 1 flight state
13m42s601ms, 995 hPa, 33 *C, 41 %, -5 m above launch, -50.97 yaw, -23.46 pitch, 38.10 roll, 822601 ms, 1 flight state
13m43s764ms, 995 hPa, 33 *C, 41 %, -5 m above launch, -41.50 yaw, 0.19 pitch, 12.25 roll, 823764 ms, 1 flight state
